source,target,weight,weight_normalized,connected
tweedledum,lady ears,1.0,1.0,False
tweedledum,various animals,1.0,1.0,False
tweedledum,white queen,1.0,1.0,False
tweedledum,white rabbit,1.0,1.0,False
tweedledum,cheshire cat,1.0,1.0,False
white queen,white rabbit,1.0,1.0,False
white queen,cheshire cat,1.0,1.0,False
white rabbit,big man,1.0,1.0,False
white rabbit,big woman,1.0,1.0,False
white rabbit,lady ears,1.0,1.0,False
white rabbit,various animals,1.0,1.0,False
white rabbit,cheshire cat,10.0,17.8,True
lord ascot,a colleague,1.0,1.0,False
big man,big woman,1.0,1.0,False
big man,lady ears,1.0,1.0,False
big man,various animals,1.0,1.0,False
big woman,lady ears,1.0,1.0,False
big woman,various animals,1.0,1.0,False
lady ears,various animals,1.0,1.0,False
